"pfil_name","best_annot","dummy_name","GO"
"PPP2R5C","PPP2R5C","PPP2R5C","GO:0005829;GO:0008285;GO:0005515;GO:0043666;GO:0014066;GO:0005634;GO:0005654;GO:0019888;GO:0051898;GO:0000159;GO:0007165;GO:0043161;GO:0006470;GO:0005794;GO:0072542;GO:0031952;GO:0000775"
"PPP2R5D","PPP2R5D","PPP2R5D","GO:0005515;GO:0043666;GO:0000159;GO:0019888;GO:0031952;GO:0006470;GO:0010801;GO:0072542;GO:0035307;GO:0005829;GO:0007399;GO:0005634;GO:0004721;GO:0005654;GO:0007165"
"PPP2R5E","PPP2R5E","PPP2R5E","GO:0031952;GO:0005515;GO:0043666;GO:0007165;GO:0005829;GO:0006470;GO:0000159;GO:0005737;GO:0005634;GO:0019888;GO:0072542"
"PPP3CA","PPP3CA","PPP3CA","GO:0006816;GO:0048741;GO:0033173;GO:0005955;GO:1905205;GO:0030335;GO:0033555;GO:0033192;GO:0060079;GO:0070262;GO:0097720;GO:0043197;GO:0042383;GO:0005654;GO:0106307;GO:1903799;GO:0006470;GO:0005515;GO:0071333;GO:0099170;GO:0016311;GO:0051592;GO:0009898;GO:0007223;GO:0045944;GO:0005516;GO:0045807;GO:0050774;GO:1903244;GO:0098978;GO:0051091;GO:0005829;GO:0005509;GO:0098685;GO:0035562;GO:0106306;GO:0005739;GO:0051117;GO:0016018;GO:0042060;GO:0036057;GO:0044877;GO:0014883;GO:0019899;GO:0038095;GO:0030018;GO:0005737;GO:0042110;GO:0043403;GO:0001975;GO:0004722;GO:0000082;GO:0014898;GO:0046983;GO:0045785;GO:0005886;GO:0006606;GO:0007568;GO:0019897;GO:0046676;GO:0007420"
"PPP3CB","PPP3CB","PPP3CB","GO:0048167;GO:0007612;GO:0033192;GO:0001915;GO:0030018;GO:0007613;GO:0048675;GO:0033173;GO:0007507;GO:0005654;GO:1900242;GO:0030315;GO:0030217;GO:0007165;GO:0005737;GO:0030346;GO:0006470;GO:0050796;GO:0019899;GO:0046983;GO:0005955;GO:0017156;GO:0005886;GO:0031987;GO:0005515;GO:0005516;GO:0001946;GO:0106307;GO:0005829;GO:0043029;GO:0097720;GO:0035774;GO:0016311;GO:0045944;GO:0007223;GO:0098978;GO:0042098;GO:0005509;GO:0045893;GO:0034097;GO:0042110;GO:0006468;GO:0004722;GO:0106306;GO:0038095"
"PPP3CC","PPP3CC","PPP3CC","GO:0033192;GO:0005739;GO:0005515;GO:0007420;GO:0005737;GO:0005829;GO:1900740;GO:0046872;GO:0006470;GO:0106306;GO:0005955;GO:0098793;GO:0005516;GO:0033173;GO:1900244;GO:0097720;GO:0106307;GO:0098978"
"PPP3R1","PPP3R1","PPP3R1","GO:0005515;GO:0005509;GO:0042383;GO:0016018;GO:0008597;GO:0005955;GO:0005829;GO:0045944;GO:1900740;GO:0005516;GO:0005654;GO:0006470;GO:0019902;GO:0019904;GO:0033173;GO:0038095;GO:0004723;GO:0043666;GO:0005739;GO:0007223"
"LOC113982395","PPP4R1","PPP4R1_pp_1","GO:0005515;GO:0004721;GO:0019888;GO:0007165;GO:0008287;GO:0043666;GO:0004722;GO:0006470;GO:0006468;GO:0030289"
"PPP4R1","PPP4R1","PPP4R1","GO:0005515;GO:0004721;GO:0019888;GO:0007165;GO:0008287;GO:0043666;GO:0004722;GO:0006470;GO:0006468;GO:0030289"
"PPP4R2","PPP4R2","PPP4R2","GO:0043666;GO:0019888;GO:0008380;GO:0010569;GO:0005515;GO:0030674;GO:0005737;GO:0006464;GO:0030289;GO:0005654;GO:0005813;GO:0006470;GO:0005634;GO:0006397"
"PPP4R3A","PPP4R3A","PPP4R3A","GO:0005815;GO:0005829;GO:0005654;GO:0016607"
"LOC113996116","PPP4R3B","PPP4R3B_pp_1","GO:0005737;GO:0030289;GO:0006470;GO:0019216;GO:0016607;GO:0045722;GO:0005654;GO:0005813"
"PPP4R3B","PPP4R3B","PPP4R3B","GO:0005737;GO:0030289;GO:0006470;GO:0019216;GO:0016607;GO:0045722;GO:0005654;GO:0005813"
"PPP4R4","PPP4R4","PPP4R4","GO:0019888;GO:0005515;GO:0008287;GO:0005737;GO:0032515;GO:0005829;GO:0080163;GO:0001835"
"LOC113997233","PPP5C","PPP5C_ah_2","GO:0005829;GO:0070301;GO:0006351;GO:0101031;GO:0043204;GO:0043278;GO:0032991;GO:0005515;GO:0005524;GO:0016791;GO:0004722;GO:0000278;GO:0106306;GO:0000165;GO:0046872;GO:0051879;GO:0035970;GO:0008289;GO:0005634;GO:0070262;GO:0006281;GO:2000324;GO:0005886;GO:0010288;GO:0004721;GO:0001933;GO:0003723;GO:0006470;GO:0043231;GO:0001965;GO:0005654;GO:1901215;GO:0106307;GO:0016576;GO:0071276;GO:1990635;GO:0043531;GO:0042802;GO:0048156;GO:0008017;GO:1904550;GO:0044877;GO:0043123"
"LOC113997232","PPP5C","PPP5C_ah_1","GO:0005829;GO:0070301;GO:0006351;GO:0101031;GO:0043204;GO:0043278;GO:0032991;GO:0005515;GO:0005524;GO:0016791;GO:0004722;GO:0000278;GO:0106306;GO:0000165;GO:0046872;GO:0051879;GO:0035970;GO:0008289;GO:0005634;GO:0070262;GO:0006281;GO:2000324;GO:0005886;GO:0010288;GO:0004721;GO:0001933;GO:0003723;GO:0006470;GO:0043231;GO:0001965;GO:0005654;GO:1901215;GO:0106307;GO:0016576;GO:0071276;GO:1990635;GO:0043531;GO:0042802;GO:0048156;GO:0008017;GO:1904550;GO:0044877;GO:0043123"
"PPP6C","PPP6C","PPP6C","GO:0005515;GO:0000082;GO:0004722;GO:0005829;GO:0106307;GO:0106306;GO:0046872;GO:0048208;GO:0005739;GO:0006470;GO:0000139;GO:0045087"
"PPP6R2","PPP6R2","PPP6R2","GO:0005515;GO:0019903;GO:0005634;GO:0043231;GO:0005829;GO:0019888;GO:0043666"
"PPP6R3","PPP6R3","PPP6R3","GO:0005515;GO:0005829;GO:0043666;GO:0019903;GO:0000139;GO:0005654;GO:0005886;GO:0019888;GO:0005634;GO:0048208"
"PPRC1","PPRC1","PPRC1","GO:0005654;GO:0030374;GO:0051091;GO:0007005;GO:0005634;GO:0003723;GO:0045944;GO:0008134"
"PPT1","PPT1","PPT1","GO:0005634;GO:0005515;GO:0005576;GO:0030149;GO:0016290;GO:0005764;GO:0005794;GO:0018215;GO:0050803;GO:0008474;GO:0002084;GO:0043202;GO:0030308;GO:0043066;GO:0046949;GO:0045121;GO:0007420;GO:0007601;GO:0050896;GO:0016790;GO:0015031;GO:0043231;GO:0031579;GO:0048549;GO:0043524;GO:0008021;GO:0007042;GO:0016042;GO:0030424;GO:0006898;GO:0048260;GO:0007399;GO:0030163;GO:0006907;GO:0048666;GO:0005829;GO:0120146;GO:0016020;GO:0035727;GO:0070062"
"PPTC7","PPTC7","PPTC7","GO:0010795;GO:0005759;GO:0005739;GO:0005515;GO:0106306;GO:0046872;GO:0004722;GO:0106307;GO:0070262"
"PPWD1","PPWD1","PPWD1","GO:0000413;GO:0016018;GO:0005654;GO:0016604;GO:0003755;GO:0000398;GO:0071013"
"PQLC1","PQLC1","PQLC1","unknown"
"PQLC2L","PQLC2","PQLC2_pp_1","unknown"
"PQLC2","PQLC2","PQLC2","unknown"
"PQLC3","PQLC3","PQLC3","unknown"
"PRADC1","PRADC1","PRADC1","GO:0005576;GO:0005515"
"PRAG1","PRAG1","PRAG1","GO:0004672;GO:0005925;GO:0005634;GO:2000145;GO:0005524;GO:0035025;GO:0006468;GO:0016477;GO:0005737;GO:0008360;GO:0010977;GO:0042802;GO:0005515;GO:0008593"
"PRAM1","PRAM1","PRAM1","GO:0032991;GO:0005515;GO:0072659;GO:0019901;GO:0007229;GO:0008289;GO:0043313;GO:0005886;GO:0050852"
"PRC1","PRC1","PRC1","GO:0000922;GO:0000022;GO:0005515;GO:0008284;GO:0005876;GO:0000226;GO:0005654;GO:0005819;GO:0015630;GO:0001578;GO:0019901;GO:0008017;GO:0070938;GO:0005829;GO:0051301;GO:0032465;GO:0030496;GO:1990023;GO:0045171;GO:0005634;GO:0019894;GO:0005737;GO:0005886;GO:0051256;GO:0005694"
"PRCC","PRCC","PRCC","GO:0005634;GO:0005654;GO:0005515;GO:0007093;GO:0016607;GO:0000398"
"PRCP","PRCP","PRCP","GO:0007597;GO:0005515;GO:0005886;GO:0008239;GO:0097009;GO:0002353;GO:0002155;GO:0045178;GO:0006508;GO:0070062;GO:0004185;GO:0043535;GO:0060055;GO:0101003;GO:0043312;GO:0043231;GO:0035577;GO:0003085;GO:0042593;GO:2000377"
"PRDM1","PRDM1","PRDM1","GO:0001227;GO:0005515;GO:0005654;GO:0003700;GO:0006357;GO:0005634;GO:0045087;GO:0032823;GO:0002250;GO:0033082;GO:0032259;GO:0010468;GO:1990837;GO:0051136;GO:0008168;GO:0045165;GO:0000978;GO:0042826;GO:1990841;GO:0000122;GO:0005737;GO:0046872"
"PRDM10","PRDM10","PRDM10","GO:0003677;GO:0000785;GO:0045944;GO:0032259;GO:0046872;GO:0010468;GO:0005634;GO:0005515;GO:0017053;GO:0008168"
"LOC113987136","PRDM11","PRDM11_pp_1","GO:0043408;GO:0005829;GO:0008168;GO:0045893;GO:0005634;GO:0005515;GO:2000271;GO:0030308;GO:0010468;GO:0032259;GO:0003682;GO:0051726;GO:0045892"
"PRDM11","PRDM11","PRDM11","GO:0043408;GO:0005829;GO:0008168;GO:0045893;GO:0005634;GO:0005515;GO:2000271;GO:0030308;GO:0010468;GO:0032259;GO:0003682;GO:0051726;GO:0045892"
"PRDM12","PRDM12","PRDM12","GO:0051574;GO:1900111;GO:0019233;GO:0003677;GO:0031175;GO:0005634;GO:0046872;GO:0008168;GO:1990226;GO:0050965;GO:0010468;GO:0000122;GO:0022008;GO:0005654;GO:0032259"
"PRDM13","PRDM13","PRDM13","GO:0032259;GO:0010468;GO:0008168;GO:0046872;GO:0005634;GO:0003677"
"PRDM14","PRDM14","PRDM14","GO:0034972;GO:0005515;GO:0000122;GO:0007566;GO:0001827;GO:0031490;GO:0005654;GO:0001708;GO:0009566;GO:0000902;GO:0035019;GO:0048873;GO:0040037;GO:0007281;GO:0003723;GO:0060817;GO:0046872;GO:1902459;GO:0005634;GO:0010468;GO:0008168;GO:0030718;GO:0000977;GO:0006357;GO:1902093;GO:0044030"
"PRDM15","PRDM15","PRDM15","GO:0032259;GO:0043409;GO:0005654;GO:0045944;GO:0001228;GO:0016604;GO:2000035;GO:0007275;GO:0000978;GO:0008168;GO:0005634;GO:0090263;GO:0046872;GO:0006357;GO:1990841"
"PRDM16","PRDM16","PRDM16","GO:0005515;GO:0000976;GO:0005829;GO:0043457;GO:0000122;GO:0030512;GO:0001227;GO:0005634;GO:0016235;GO:0120162;GO:0045893;GO:0003713;GO:0050873;GO:0051567;GO:0001228;GO:0005654;GO:0070828;GO:0000978;GO:0017053;GO:0003712;GO:0045944;GO:0043565;GO:0045892;GO:0033613;GO:0006357;GO:0046872;GO:0046974"
"PRDM2","PRDM2","PRDM2","GO:0005654;GO:0005634;GO:0003700;GO:0008168;GO:0010468;GO:0000122;GO:0006355;GO:0001227;GO:0000981;GO:0008270;GO:0032259;GO:0006357;GO:0000977;GO:0008340;GO:0043565;GO:0045944;GO:0005794;GO:0001228"
"PRDM4","PRDM4","PRDM4","GO:0001228;GO:0005634;GO:0046872;GO:0000981;GO:0000978;GO:0005515;GO:0010468;GO:0043985;GO:0005737;GO:0006366;GO:0008168;GO:1990837;GO:0035097;GO:0045944;GO:1990226"
"PRDM5","PRDM5","PRDM5","GO:0016575;GO:0003700;GO:0001227;GO:0005634;GO:0000278;GO:0005654;GO:0051567;GO:0005730;GO:0005515;GO:0045892;GO:0000122;GO:0008168;GO:0046872;GO:0070491;GO:0043565;GO:0000976;GO:0016604;GO:0000978;GO:0000977;GO:1990830;GO:0010468"
"PRDM6","PRDM6","PRDM6","GO:0005515;GO:0032259;GO:0006325;GO:0042802;GO:0051151;GO:0046872;GO:0000122;GO:0008168;GO:0022008;GO:0010468;GO:0005634"
"PRDM8","PRDM8","PRDM8","GO:0005634;GO:0006355;GO:0014003;GO:0032259;GO:0008168;GO:0046872;GO:0003677;GO:0005515"
"PRDX1","PRDX1","PRDX1","GO:0004601;GO:0005515;GO:0005615;GO:0003723;GO:0042744;GO:0070062;GO:0006979;GO:0005829;GO:0045296;GO:0034599;GO:0045454;GO:0005634;GO:0008379;GO:0008283;GO:0001501;GO:0033554;GO:0030101;GO:0019430;GO:0005737;GO:0042470;GO:0045321;GO:0001895"
"PRDX3","PRDX3","PRDX3","GO:0042744;GO:0005515;GO:0042542;GO:0019901;GO:0005739;GO:0034599;GO:0018171;GO:0008785;GO:0006979;GO:0007005;GO:0030099;GO:0008022;GO:0001893;GO:0045454;GO:0005737;GO:0043154;GO:0098869;GO:0043066;GO:0008379;GO:0019900;GO:0042802;GO:0006915;GO:0008284;GO:0032496;GO:0051092;GO:0005759;GO:0033673;GO:0051881;GO:0005829;GO:0005769;GO:0032991;GO:0043027;GO:0034614"
"PRDX4","PRDX4","PRDX4","GO:0006979;GO:0005515;GO:0008379;GO:0005576;GO:0007283;GO:0005790;GO:0005829;GO:0045454;GO:0042744;GO:0033554;GO:0022417;GO:0005783;GO:0008584;GO:0098869;GO:0007252;GO:0030198;GO:1904813;GO:0005634;GO:0018401;GO:0034774;GO:2000255;GO:0043312;GO:0072593;GO:0070062"
"PRDX6","PRDX6","PRDX6","GO:0005515;GO:0005829;GO:0051920;GO:0005615;GO:0102568;GO:0048026;GO:0045296;GO:0005737;GO:0031625;GO:0004602;GO:0005634;GO:0005739;GO:0102567;GO:0098869;GO:0043312;GO:0034599;GO:0047499;GO:0006979;GO:0042744;GO:0046475;GO:0070062;GO:0004623;GO:0005576;GO:0047184;GO:0035578;GO:0016020;GO:0045454;GO:0042802;GO:0048471"
"PREB","PREB","PREB","GO:0005085;GO:0048208;GO:0005789;GO:0005515;GO:0032527;GO:0005096;GO:0003400;GO:0006888;GO:0016020;GO:0005634;GO:0070971;GO:0000139;GO:0003677;GO:0036498;GO:0030176;GO:0043547;GO:0009306;GO:0051020"
"PRELID1","PRELID1","PRELID1","GO:0005758;GO:0006915;GO:0005739;GO:0007275;GO:0010950;GO:0043066;GO:0070234;GO:0097035;GO:0090201;GO:0032991;GO:0045580;GO:0042981;GO:0015914;GO:0005654;GO:0006955;GO:0005515;GO:2001140;GO:1990050;GO:0051881;GO:0010917;GO:1901857;GO:0120009"
"PRELID3A","PRELID3A","PRELID3A","GO:1990050;GO:0005758;GO:0015914;GO:0005515;GO:0120009"
"PRELID3B","PRELID3B","PRELID3B","GO:0015914;GO:0120009;GO:0005758;GO:1990050"
"PRELP","PRELP","PRELP","GO:0030021;GO:0031012;GO:0005796;GO:0005576;GO:0005615;GO:0062023;GO:0043202;GO:0001501;GO:0042340;GO:0008201;GO:0070062;GO:0005201;GO:1903561;GO:0007569;GO:0018146"
"PREP","PREP","PREP","GO:0005737;GO:0006508;GO:0005634;GO:0004252;GO:0005829;GO:0016020;GO:0004175;GO:0005515;GO:0008236;GO:0070012"
"PREPL","PREPL","PREPL","GO:0043001;GO:0008233;GO:0042147;GO:0005634;GO:2000300;GO:0006508;GO:0005829;GO:0005794;GO:0004252;GO:0005802;GO:0005856"
"PREX1","PREX1","PREX1","GO:0030593;GO:0005886;GO:0005515;GO:0005543;GO:0042119;GO:0048471;GO:0005829;GO:0030335;GO:0005085;GO:0035556;GO:0019899;GO:0030426;GO:0030041;GO:0043198;GO:0030217;GO:0043065;GO:0051056;GO:0005096;GO:0050773;GO:1900026;GO:0006801;GO:0043547;GO:0007186;GO:0030833"
"LOC113993009","PREX2","PREX2_pp_1","GO:0005886;GO:0007186;GO:0005829;GO:0048813;GO:0005096;GO:0008344;GO:0005085;GO:0043547;GO:0014065"
"PREX2","PREX2","PREX2","GO:0005886;GO:0007186;GO:0005829;GO:0048813;GO:0005096;GO:0008344;GO:0005085;GO:0043547;GO:0014065"
"PRG4","PRG4","PRG4","GO:0062023;GO:0005044;GO:0030247;GO:0030021;GO:0006897;GO:0006955"
"PRICKLE1","PRICKLE1","PRICKLE1","GO:0031965;GO:0005515;GO:0006606;GO:0031398;GO:0005829;GO:0060071;GO:0005634;GO:0008270;GO:2000691;GO:0090090;GO:0035904;GO:0001843;GO:0045892;GO:0060976;GO:0032436"
"PRICKLE2","PRICKLE2","PRICKLE2","GO:0008270;GO:0031965;GO:0005737;GO:0060071"
"PRICKLE4","PRICKLE4","PRICKLE4","GO:0003779;GO:0003674;GO:0007507;GO:0051371;GO:0008150;GO:0005634;GO:0030036;GO:0061061;GO:0005912;GO:0008270;GO:0001725;GO:0031941;GO:0030018"
"PRIM1","PRIM1","PRIM1","GO:0006270;GO:0005654;GO:0006269;GO:0003896;GO:0032201;GO:0005515;GO:0005658;GO:0046872;GO:0016020;GO:0000082"
"PRIM2","PRIM2","PRIM2","GO:0005654;GO:0005658;GO:0032201;GO:0051539;GO:0005515;GO:0006270;GO:0046872;GO:0003677;GO:0006269;GO:0000082"
"PRIMA1","PRIMA1","PRIMA1","GO:0005886;GO:0042135;GO:0016021;GO:0045202"
"PRIMPOL","PRIMPOL","PRIMPOL","GO:0009411;GO:0005657;GO:0003682;GO:0003896;GO:0031297;GO:0003887;GO:0005759;GO:0006269;GO:0008270;GO:0005515;GO:0062176;GO:0005634;GO:0006264;GO:0030145;GO:0043504;GO:0042276;GO:0019985"
"PRKAA1","PRKAA1","PRKAA1","GO:0015721;GO:0005515;GO:0047322;GO:0016241;GO:0010629;GO:0035404;GO:0070050;GO:0061762;GO:0030424;GO:0071417;GO:0005829;GO:0071277;GO:0050995;GO:0031669;GO:0006633;GO:0010628;GO:0016236;GO:0004679;GO:0007050;GO:0120188;GO:0005737;GO:0106311;GO:0016055;GO:0035556;GO:0006006;GO:0007165;GO:0016324;GO:0061744;GO:0071380;GO:0048156;GO:0060627;GO:0014823;GO:0006468;GO:0010508;GO:0006695;GO:0071361;GO:0048511;GO:0062028;GO:0050405;GO:0106310;GO:0046318;GO:0010332;GO:0009631;GO:0035690;GO:0032007;GO:1904486;GO:1901796;GO:0071333;GO:0008284;GO:0008022;GO:0001666;GO:0000187;GO:0042149;GO:1903955;GO:0097009;GO:1901563;GO:0048643;GO:0045542;GO:0008610;GO:0005634;GO:0042593;GO:1904428;GO:0003682;GO:0045821;GO:0043066;GO:0044877;GO:0033135;GO:1903829;GO:0034599;GO:0031000;GO:0009411;GO:0016607;GO:0043025;GO:2000758;GO:0055089;GO:0046872;GO:0030425;GO:0031588;GO:0004672;GO:0071456;GO:0005524;GO:0042752;GO:0004691;GO:0019395;GO:0070507;GO:0070301;GO:0035174;GO:0050321;GO:1903109;GO:0038183;GO:0046627;GO:0005654;GO:0004674"
"PRKAA2","PRKAA2","PRKAA2","GO:0016239;GO:0005654;GO:0005829;GO:0005794;GO:0010494;GO:0005515;GO:1901796;GO:0071333;GO:0071277;GO:1903829;GO:2000758;GO:0016241;GO:0106310;GO:0016055;GO:0006695;GO:0106311;GO:0005634;GO:0005737;GO:0030425;GO:0071380;GO:0014850;GO:0097009;GO:0034599;GO:0010629;GO:1904428;GO:0035690;GO:0006853;GO:0006468;GO:0016236;GO:0031669;GO:0047322;GO:0042593;GO:0010508;GO:0004674;GO:0006633;GO:0008610;GO:0042752;GO:0030424;GO:0042149;GO:0043066;GO:0045821;GO:0032007;GO:0055089;GO:0035404;GO:0035174;GO:0005524;GO:0016607;GO:0048511;GO:0042304;GO:0070507;GO:0043025;GO:0007165;GO:0046872;GO:0004679;GO:0050405;GO:0007050;GO:0062028;GO:0035556;GO:0003682;GO:0004712;GO:0004672"
"PRKAB1","PRKAB1","PRKAB1","GO:0005515;GO:0035878;GO:0006633;GO:0005829;GO:0031588;GO:0016241;GO:0004672;GO:0007165;GO:0010628;GO:1901796;GO:0005634;GO:0080090;GO:0019901;GO:0016236;GO:0005737;GO:0005654;GO:0007050;GO:0120162;GO:0050790;GO:0006468"
"PRKAB2","PRKAB2","PRKAB2","GO:0005515;GO:0007165;GO:0005829;GO:0042802;GO:0031588;GO:0006853;GO:1901796;GO:0006633;GO:0042304;GO:0005654;GO:0016241;GO:0004679;GO:0080090;GO:0006468;GO:0016236;GO:0005737;GO:0050790;GO:0019901;GO:0120162;GO:0007050;GO:0005634"
"PRKACB","PRKACB","PRKACB","GO:0005515;GO:0007596;GO:0005634;GO:0010737;GO:0003091;GO:1901621;GO:0004691;GO:0006468;GO:0071377;GO:0005813;GO:0005829;GO:0004679;GO:0070613;GO:0031625;GO:0048471;GO:0097546;GO:0097338;GO:0005886;GO:0000287;GO:0005952;GO:0051447;GO:0005524;GO:0005654;GO:0070062;GO:0007165;GO:0034380;GO:0002223;GO:0001843;GO:0007188;GO:0034199"
"PRKAG1","PRKAG1","PRKAG1","GO:0005515;GO:0006468;GO:0005829;GO:0004691;GO:0042149;GO:0005524;GO:0050790;GO:0031588;GO:0007283;GO:0019887;GO:0016236;GO:0004672;GO:0005654;GO:0016208;GO:0016020;GO:0019901;GO:0005634;GO:0008603;GO:0007050;GO:0006110;GO:1901796;GO:0016241;GO:0045860;GO:0006633;GO:0010628;GO:2000479;GO:0005737;GO:0043531;GO:0007165;GO:0051170"
"PRKAG2","PRKAG2","PRKAG2","GO:0006110;GO:0008607;GO:0007050;GO:0045860;GO:0005829;GO:0043531;GO:0006754;GO:0006633;GO:0005977;GO:0005654;GO:0006469;GO:0031588;GO:0019901;GO:0016241;GO:0005737;GO:0050790;GO:0006468;GO:1901796;GO:0032147;GO:0010800;GO:0042149;GO:0005634;GO:0042304;GO:0046320;GO:0030295;GO:0016126;GO:0019887;GO:2000480;GO:0005515;GO:0008603;GO:0046324;GO:0006853;GO:0005524;GO:0016236;GO:0035556;GO:0005615;GO:0019217;GO:0004862;GO:0016208"
"PRKAG3","PRKAG3","PRKAG3","GO:0005829;GO:0005654;GO:1901796;GO:0005978;GO:0005524;GO:0019901;GO:0019887;GO:0006096;GO:0006468;GO:0005515;GO:0007050;GO:0016241;GO:0016208;GO:0005737;GO:0005615;GO:0014873;GO:0031588;GO:0016236;GO:0006633;GO:0005634;GO:0050790;GO:0035556;GO:0042149;GO:0071900"
"PRKAR1A","PRKAR1A","PRKAR1A","GO:0034236;GO:0045214;GO:0035556;GO:0005515;GO:0004862;GO:0010738;GO:0044853;GO:2000480;GO:0031625;GO:0019904;GO:0005813;GO:0001707;GO:0005930;GO:0032991;GO:0031594;GO:0003091;GO:0031588;GO:0060038;GO:0045835;GO:0008603;GO:0016020;GO:0034199;GO:0097224;GO:0006357;GO:0097546;GO:0030552;GO:0043949;GO:0071377;GO:0005829;GO:0046007;GO:0001772;GO:0005952;GO:0005771;GO:0005737;GO:0007596;GO:0098978;GO:0007143"
"PRKAR1B","PRKAR1B","PRKAR1B","GO:0008603;GO:0007611;GO:0005515;GO:0034236;GO:0098685;GO:0097546;GO:2000480;GO:0071377;GO:0098693;GO:0098978;GO:0005829;GO:0007596;GO:0043949;GO:0006468;GO:0098686;GO:0034199;GO:0005952;GO:0030552;GO:0010738;GO:0003091;GO:0005771;GO:0050804;GO:0004862;GO:0005886"
"PRKAR2A","PRKAR2A","PRKAR2A","GO:0005515;GO:0016020;GO:0043949;GO:0019904;GO:2000480;GO:0070062;GO:0034236;GO:0005829;GO:0008603;GO:0034199;GO:0010738;GO:0031588;GO:0097546;GO:0071377;GO:0005930;GO:0044853;GO:0004862;GO:0035556;GO:0005952;GO:0030552;GO:0005925;GO:0005813;GO:0005886;GO:0005737;GO:0031625;GO:0032991;GO:0007596;GO:0003091"
"PRKAR2B","PRKAR2B","PRKAR2B","GO:0005829;GO:0005886;GO:0008603;GO:0097338;GO:0005515;GO:0043025;GO:0034236;GO:0043949;GO:0035556;GO:0004862;GO:0097332;GO:0005813;GO:0000086;GO:0034199;GO:0010738;GO:0097546;GO:0019904;GO:0098978;GO:0071377;GO:0043197;GO:0007612;GO:2000480;GO:0006631;GO:0050804;GO:0043198;GO:0031625;GO:0045121;GO:0005737;GO:0007596;GO:0048471;GO:0005952;GO:0097711;GO:0003091;GO:0070062;GO:0010389;GO:0030552"
"PRKCA","PRKCA","PRKCA","GO:0005515;GO:0005178;GO:0002159;GO:0070555;GO:0045785;GO:0097190;GO:0035556;GO:0005654;GO:0005886;GO:0050796;GO:0018105;GO:0004672;GO:0106071;GO:0090330;GO:0004674;GO:0031666;GO:0005783;GO:0005829;GO:0007077;GO:0045931;GO:0045780;GO:0030168;GO:0035866;GO:0001525;GO:0004698;GO:0070374;GO:0045651;GO:0031966;GO:0018107;GO:0043536;GO:0035403;GO:0019899;GO:0005737;GO:0001938;GO:0004697;GO:0030335;GO:0070062;GO:0035408;GO:0034351;GO:0045766;GO:0048471;GO:0005524;GO:0010595;GO:0043488;GO:0008270;GO:0038128;GO:2000707;GO:0010613;GO:0005739;GO:0006468;GO:0007155;GO:0007411"
"PRKCB","PRKCB","PRKCB","GO:0005080;GO:0005737;GO:0035556;GO:0007077;GO:0006468;GO:0018105;GO:0006915;GO:0005246;GO:0004698;GO:0070062;GO:0004674;GO:0005829;GO:0002250;GO:0007165;GO:0005886;GO:0050861;GO:0005515;GO:0044305;GO:0099523;GO:0006874;GO:0045766;GO:0004697;GO:0042113;GO:0005654;GO:0010827;GO:0042393;GO:0010829;GO:0050681;GO:0030949;GO:0035408;GO:0051092;GO:0006816;GO:0030374;GO:2000300;GO:0043123;GO:0008091;GO:0003682;GO:0005524;GO:0045637;GO:0005634;GO:0099171;GO:0042953;GO:0071322;GO:0035403;GO:0050853;GO:0045893;GO:0006357;GO:0046627;GO:0030168;GO:0008270"
"PRKCD","PRKCD","PRKCD","GO:2001022;GO:0050732;GO:0042742;GO:0043312;GO:0002223;GO:2000303;GO:0042119;GO:0005515;GO:0060326;GO:0043560;GO:0043407;GO:0034351;GO:0070062;GO:0035578;GO:0060333;GO:0004697;GO:2000753;GO:0090398;GO:0005886;GO:0004674;GO:0006468;GO:0008047;GO:0019901;GO:0070301;GO:0006915;GO:0046872;GO:0046627;GO:0008631;GO:0007165;GO:0038096;GO:0005654;GO:0019899;GO:0050821;GO:0090331;GO:0032956;GO:0051490;GO:0042100;GO:0007049;GO:0016572;GO:0018108;GO:0048471;GO:0106310;GO:0005737;GO:0005783;GO:0043488;GO:0010469;GO:0016363;GO:0018105;GO:0004672;GO:2001235;GO:2000755;GO:0004715;GO:0005829;GO:0018107;GO:0036019;GO:0050728;GO:0019900;GO:2000304;GO:0005739;GO:0035307;GO:0004699;GO:0005524;GO:0032079;GO:0071447;GO:0042307;GO:0030837;GO:0030168;GO:0023021;GO:0034644;GO:0032930;GO:0032091;GO:1900163;GO:0004698;GO:0016064;GO:0005634;GO:0032147;GO:1904385;GO:0005576;GO:0005911;GO:0035556"
"PRKCE","PRKCE","PRKCE","GO:0005515;GO:0018105;GO:0019899;GO:0043278;GO:0030168;GO:0035641;GO:0010763;GO:0032230;GO:0046872;GO:0002281;GO:0005886;GO:0010634;GO:0004674;GO:0005829;GO:0004699;GO:0004697;GO:0010811;GO:0035276;GO:0030838;GO:0004698;GO:0038096;GO:0006468;GO:0051301;GO:0031397;GO:0043231;GO:0005634;GO:0032467;GO:0032024;GO:0051279;GO:0035556;GO:0005783;GO:1903078;GO:0006915;GO:2000650;GO:0043410;GO:0005739;GO:0031663;GO:0043123;GO:0008047;GO:0007049;GO:0007155;GO:0050790;GO:0003785;GO:0035669;GO:0071889;GO:0061178;GO:0090303;GO:0007165;GO:0071361;GO:0045111;GO:0048471;GO:0050996;GO:0070257;GO:0005737;GO:0030546;GO:0071456;GO:0050730;GO:2001031;GO:0005794;GO:0071380;GO:0071944;GO:0005524"
