"gene","moduleColor","best_anno","display_gene_ID","GS.status","p.GS.status","GS.mean_T","p.GS.mean_T","GS.strength","p.GS.strength"
"MBNL2","brown","MBNL2","MBNL2",-0.0110415263184027,0.927715548660366,0.00965714944511169,0.936758596562845,0.0176300504395761,0.884822275140997
"MBNL3","lightcyan","MBNL3","MBNL3",-0.0597390159778491,0.623248140767941,-0.00219029290534563,0.985642554278116,0.0878955358142779,0.469343413800297
"MBOAT1","brown","MBOAT1","MBOAT1",-0.10143732960529,0.403400977945075,-0.0598344709985047,0.622692138170222,-0.0693716923268818,0.568241808052731
"MBOAT2","blue","MBOAT2","MBOAT2",-0.105694956663405,0.383848255081434,-0.0319886601610141,0.792639511067242,0.000707999044828287,0.995358822463057
"MBTD1","turquoise","MBTD1","MBTD1",-0.292803640449084,0.0139001964288163,-0.011249341390283,0.92635881534801,0.0807416618098151,0.506398578682803
"MBTPS1","black","MBTPS1","MBTPS1",0.0716412971403609,0.555620018890719,-0.0124304648123526,0.918651869163125,0.0769455761495789,0.526654638563034
"MBTPS2","blue","MBTPS2","MBTPS2",0.0104870945022465,0.931336185505115,0.0213651400841195,0.860643553000701,0.163214972001396,0.177003398802511
"MC3R","blue","MC3R","MC3R",-0.0174297464287489,0.886122093681627,0.0195469437444627,0.872398927847554,-0.0246217020922676,0.839665466727448
"MC5R","brown","MC5R","MC5R",0.0809714396941158,0.505185466900874,0.130764253273993,0.280590336683542,-0.0449327052085107,0.711865615291327
"MCAM","magenta","MCAM","MCAM",-0.000659318661118875,0.995677935976765,0.0890110115059571,0.463700736443598,0.083851765125222,0.490106712050239
"MCAT","pink","MCAT","MCAT",0.0190703192354486,0.875485168705826,0.023161257025549,0.849060487714962,0.00561443648179748,0.963207990461143
"MCC","brown","MCC","MCC",-0.14219703217687,0.240289895919317,-0.0335639181283367,0.782673021892835,0.148300679060342,0.22049241489549
"MCCC1","grey","MCCC1","MCCC1",0.00335229629979737,0.978027138485257,-0.0117864410917873,0.922853306432668,0.185606688400888,0.123966368863303
"MCCC2","magenta","MCCC2","MCCC2",0.0711544465927696,0.558316195637604,-0.0154620414924519,0.898906381721667,0.0876289990050737,0.470697174091149
"MCEE","turquoise","MCEE","MCEE",0.104286350726535,0.390253422910992,-0.0133449725032682,0.91268970845128,-0.0699989475877251,0.564740124359136
"MCF2","brown","MCF2","MCF2",-0.0235798577343729,0.846365431779332,0.000101008935413474,0.999337848069433,-0.0139378254550571,0.908827130379489
"MCF2L","brown","MCF2L","MCF2L",-0.0214379598584879,0.860173354305972,0.0410245238091154,0.735967945509173,-0.00635414248511535,0.95836467069333
"MCFD2","magenta","MCFD2","MCFD2",0.0118586797883624,0.922381933681712,-0.0102384641078463,0.932960286096217,-0.0346081152387975,0.776085560180086
"MCHR1","brown","MCHR1","MCHR1",0.0697773160371665,0.565976233434253,0.0142050277087327,0.907086927417059,0.0106600828158612,0.930206357729562
"MCL1","blue","MCL1","MCL1",-0.184011529994627,0.127288064850406,-0.0112846374145195,0.926128403803121,0.0447390596739917,0.713053477123333
"MCM10","turquoise","MCM10","MCM10",-0.0159898016280858,0.895474838910052,-0.0278705340101488,0.818847555172375,0.0126797210799444,0.917026377948283
"MCM2","turquoise","MCM2","MCM2",0.0581770724138248,0.632375736645641,0.00306471284020277,0.979911716719807,-0.013275850909919,0.913140185123647
"MCM3","turquoise","MCM3","MCM3",0.105048140637317,0.386781586457039,-0.0296054402848956,0.807780566602195,-0.0246933089795401,0.839205383431299
"MCM3AP","turquoise","MCM3AP","MCM3AP",-0.004931128601277,0.967683220023758,-0.010616007620184,0.930494210336859,0.0086552700101993,0.943308133675022
"MCM4","pink","MCM4","MCM4",0.179482938320258,0.137087242641319,-0.00729836616804323,0.952184451326553,0.032583126199796,0.788874400908149
"MCM5","turquoise","MCM5","MCM5",0.047033163073123,0.699025414531205,-0.0266694289907042,0.826530283396319,0.0171616319002184,0.887862418543597
"MCM6","turquoise","MCM6","MCM6",-0.0363729850157755,0.764987582809975,-0.0715139488891912,0.556324672437455,0.0146862485670577,0.903953994681085
"MCM7","turquoise","MCM7","MCM7",0.0823817542980387,0.49777263123662,0.119519701074425,0.324375275999927,0.176265119804492,0.144388563636725
"MCM8","turquoise","MCM8","MCM8",0.034406018932257,0.777359300073742,0.0330643486633593,0.78583005319465,0.00264915691884739,0.982635108964124
"MCM9","turquoise","MCM9","MCM9",0.0636084439773748,0.600880800256052,0.0452978064997406,0.709627869107351,0.0188974415052923,0.876605047485449
"MCMBP","pink","MCMBP","MCMBP",0.00685362780889073,0.955095065602691,-0.0296170456110372,0.807706659985262,-0.0221946966139291,0.855289988773857
"MCMDC2","turquoise","MCMDC2","MCMDC2",0.0129713361279619,0.915125080538034,0.0108049132882883,0.929260541174894,0.020410518832344,0.866811968661405
"MCOLN3","brown","MCOLN3","MCOLN3",-0.152988351060472,0.206085194703792,-0.0817646852982472,0.501009060505,0.00461657647625302,0.969743678141409
"MCPH1","turquoise","MCPH1","MCPH1",0.0121447786850268,0.920515341339976,0.00267998349403356,0.982433076376506,-0.0344068174671686,0.777354266043135
"MCRIP1","pink","MCRIP1","MCRIP1",-0.0383346557134394,0.752707290757913,-0.0761527584424616,0.530935617723845,-0.0722413901631244,0.55230528278266
"MCRIP2","magenta","MCRIP2","MCRIP2",0.00576599006111919,0.962215560133326,0.0281485678561781,0.81707153727608,0.0131579007796567,0.913908948253951
"MCRS1","turquoise","MCRS1","MCRS1",0.0289848032065717,0.811735419792267,0.0184248780940948,0.879667476323682,0.026282688160412,0.829007522715543
"MCTP1","midnightblue","MCTP1","MCTP1",-0.0322772783104048,0.790810922886284,0.0352839673385589,0.771830202120134,0.0115045805919804,0.924692757581236
"MCTP2","magenta","MCTP2","MCTP2",-0.0636867967829033,0.600431562276814,0.00390360466912071,0.974414674786562,0.0441535357035589,0.716649333163851
"MCTS1","magenta","MCTS1","MCTS1",-0.0066851556038057,0.956197796059553,-0.0107315948422305,0.929739335743238,-0.0255652095178681,0.833607666521896
"MCU","black","MCU","MCU",-0.0095111556631876,0.937712744517563,-0.01093991163901,0.928379021312256,0.0553703358723743,0.648915248937782
"MCUB","pink","MCUB","MCUB",-0.0117935139420223,0.922807153418618,0.0822916482166284,0.498244543962332,0.0446154976502792,0.713811788121353
"MCUR1","brown","MCUR1","MCUR1",-0.158373953730264,0.190373532706614,-0.102029113276079,0.400648907213685,0.0199841446986643,0.869569630319355
"MDFI","blue","MDFI","MDFI",0.0995756811740441,0.412130395582408,-0.123841219177651,0.307059201572067,0.146440703619703,0.226400125253034
"MDFIC","magenta","MDFIC","MDFIC",-0.105341640587254,0.385448901209023,0.0237786595431161,0.845086109279857,0.0896833231122528,0.460317750125372
"MDGA1","blue","MDGA1","MDGA1",0.013357421194001,0.912608581218663,0.0391413862479955,0.747674569513252,-0.0205075655663075,0.86618451927325
"MDGA2","blue","MDGA2","MDGA2",0.011778504450584,0.922905096310795,0.0363541176386454,0.765105981241915,0.0205016034519747,0.866223064565144
"MDH1","midnightblue","MDH1","MDH1",0.111043301782033,0.360107029572457,-0.0147073863681761,0.903816412630881,-0.0409042641295076,0.736713789402821
"MDH1B","turquoise","MDH1","MDH1B",-0.0156338925520435,0.897788784982357,-0.0302507113644523,0.803673827518116,-0.0100822760054378,0.933980676204159
"MDH2","magenta","MDH2","MDH2",0.000185435290530918,0.998784401573442,-0.0162688685293624,0.893661089920672,-0.0463415487949803,0.703244208239368
"MDK","magenta","MDK","MDK",-0.134218038569567,0.267969636345902,-0.147435366405993,0.223227258088239,-0.0996074090663608,0.411980709754805
"MDM1","blue","MDM1","MDM1",-0.141220874443218,0.243566227911562,-0.04648327188073,0.702378975266415,0.031170507263105,0.797829087384238
"MDM2","black","MDM2","MDM2",0.044780826376284,0.712797213848149,0.107742244438441,0.374651873790352,0.208006991099699,0.0840006621930707
"MDM4","midnightblue","MDM4","MDM4",0.109037008288382,0.368905185548137,-0.0214084078682312,0.860364166245662,-0.0119802743727227,0.921588563614076
"MDN1","blue","MDN1","MDN1",0.0578840536714774,0.634094234739012,0.0736453136736136,0.544587705854965,-0.0941464855718017,0.438205345792106
"ME1","brown","ME1","ME1",-0.000500695388039928,0.996717760271334,-0.0197259615481055,0.87124023892515,-0.111500283030236,0.358121201439137
"ME2","pink","ME2","ME2",0.101097659473063,0.404985590651521,0.0531276201483832,0.662254379030263,0.0777959652108963,0.522082028480518
"MEA1","pink","MEA1","MEA1",0.0114437681875493,0.925089677674399,-0.0186079205785593,0.878481065242883,-0.0215480405015919,0.859462653520675
"MEAF6","pink","MEAF6","MEAF6",-0.0155287934502246,0.89847225118597,-0.0515538533559832,0.67167803582476,-0.012188783670446,0.920228277761556
"MEAK7","magenta","MEAK7","MEAK7",0.306247507172318,0.00992623379890095,0.0774548482112876,0.523913841998288,-0.101526314490383,0.402986450954514
"MECOM","turquoise","MECOM","MECOM",-0.00600809392983729,0.960630291534183,0.0364755682055318,0.76434393665816,0.0290590606675953,0.811261983337861
"MECP2","midnightblue","MECP2","MECP2",-0.031746976791286,0.794171594874511,0.00165412927518646,0.989156879568618,0.0559237269299729,0.645640474375265
"MECR","brown","MECR","MECR",-0.028262752093205,0.816342419350869,0.00105484388959439,0.993085181577546,0.0570984117161182,0.638711382133477
"MED1","midnightblue","MED1","MED1",0.0945003421928334,0.436478129946797,0.0968942753089746,0.424894280671245,0.0600240582120285,0.621588462025597
"MED10","pink","MED10","MED10",-0.0891065654676308,0.463219097218994,-0.108168383874285,0.372754548484217,-0.0130479448044902,0.914625678859217
"MED12","pink","MED12","MED12",-0.0328001666659436,0.787500949051221,-0.0360104811267952,0.767263339593948,-0.0439108100143513,0.718141783255542
"MED12L","brown","MED12L","MED12L",0.0219403543261242,0.856930712676367,0.0176333685135214,0.884800745942196,0.031552518848239,0.795404870587688
"MED13","magenta","MED13","MED13",0.0511127990038427,0.674328209393796,-0.00858200577232852,0.943787232738166,-0.0692183753958432,0.56909924891907
"MED14","turquoise","MED14","MED14",-0.0289486127742601,0.811966180206098,-0.0327661159928997,0.787716382201052,-0.0235734112933443,0.846406922340423
"MED15","turquoise","MED15","MED15",0.016629869105941,0.891315634292885,-0.0303845154384557,0.802822908843904,-0.0373088366527957,0.759121624431791
"MED16","turquoise","MED16","MED16",0.0281592983731377,0.817003011479046,0.0348835373842774,0.774350622269571,0.0164881000971169,0.892236611513244
"MED17","magenta","MED17","MED17",-0.0454418240035905,0.708745841738199,-0.0899985473156432,0.458736243185748,-0.0340036464795214,0.779897047879491
"MED18","black","MED18","MED18",0.15234662188021,0.208016990129131,0.0325248025037763,0.789243588158871,-0.0986980034301213,0.416283589113783
"MED19","turquoise","MED19","MED19",0.0170739063253357,0.888431958308193,-0.0112622264494714,0.926274701309787,-0.00636565477335459,0.958289303931924
"MED20","black","MED20","MED20",-0.00977306276402095,0.936001103794464,-0.0497566444622522,0.682501628466992,-0.0982171863819067,0.418569028331269
"MED21","black","MED21","MED21",0.0714595652607927,0.556625722078166,-0.0606586468154799,0.617900285866377,-0.128512683254628,0.289027107577416
"MED22","turquoise","MED22","MED22",-0.0909886476987267,0.453788243759354,-0.0819599345401029,0.499983831556994,0.056071402465382,0.64476771309373
"MED23","turquoise","MED23","MED23",-0.076107926373475,0.531178212168293,-0.0544132401134315,0.65459467177221,-0.0285127115190089,0.814746858799924
"MED24","turquoise","MED24","MED24",0.0290894883961629,0.811068007552076,-0.0379435867124896,0.755150660231313,-0.0300357704953787,0.805041206562664
"MED26","turquoise","MED26","MED26",-0.00336961428016756,0.977913654845915,0.00353650932771034,0.976820024799298,0.0385119455053468,0.751600393441847
"MED27","pink","MED27","MED27",0.00725155977110713,0.952490749626035,-0.0240698950018567,0.843212682825823,-0.0139232803860319,0.908921870122727
"MED28","black","MED28","MED28",0.0455540644494683,0.708058695825682,0.0066693169057219,0.956301472095538,-0.120790935155829,0.319218196358248
"MED29","turquoise","MED29","MED29",-0.135580925566087,0.26309604424233,-0.0184235296861176,0.879676217169741,-0.024410827616427,0.841020672491623
"MED30","pink","MED30","MED30",0.0461298663960673,0.704537249300914,-0.0397171880119768,0.744088884569505,-0.0817414776604798,0.501130993241683
"MED31","pink","MED31","MED31",0.00329808140598246,0.978382408085659,-0.0676533784476344,0.577886024021276,-0.0895335131598993,0.461070403652113
"MED4","black","MED4","MED4",0.0148027032715544,0.903196047611554,0.0113525687165993,0.925684967062967,0.0668689597386917,0.582313544659032
"MED6","magenta","MED6","MED6",-0.0430081430881664,0.723701213599147,-0.0858303309353918,0.479887602321496,-0.0200645305273399,0.869049598892436
"MED7","pink","MED7","MED7",0.0067389094947949,0.955845942354088,-0.0970775259098131,0.424014858649028,-0.0422595782096076,0.728322395510319
"MED8","pink","MED8","MED8",-0.0243427285939616,0.841458416235008,-0.0742093852618701,0.541501743685554,-0.0309643227382912,0.799138313001266
"MED9","black","MED9","MED9",-0.0280242535960359,0.817865515972791,-0.0946445566093521,0.435775304041816,-0.12477934861455,0.303380767738942
"MEF2A","blue","MEF2A","MEF2A",-0.0237438592186769,0.845310026379141,0.0739537856008289,0.542899037937772,0.129723086966441,0.284471104322943
"MEF2C","brown","MEF2C","MEF2C",-0.103703722749401,0.392921189408358,-0.0107410213758619,0.929677775852895,0.00197627511057214,0.987045321256116
"MEF2D","blue","MEF2D","MEF2D",0.00971347728457379,0.936390487474343,0.0314455984271499,0.796083186017184,0.0141863135096781,0.907208792916271
"MEGF10","blue","MEGF10","MEGF10",-0.057873469259959,0.63415634644693,0.17824030645076,0.139873078027454,0.140849642543952,0.244820230710961
"MEGF11","pink","MEGF11","MEGF11",0.0434254678792627,0.721129162223298,0.0507252324301377,0.676660256436187,0.0356604270031903,0.769462802481426
"MEGF9","brown","MEGF9","MEGF9",-0.000492908705356855,0.996768804523348,-0.00320544806242396,0.978989443027207,0.000428192007463266,0.997193044127955
"MEI1","turquoise","MEI1","MEI1",0.0104788334349587,0.931390143900812,0.0432889127212684,0.721970439613979,0.0315067161893123,0.795695429435506
"MEI4","turquoise","MEI4","MEI4",-0.0259613448005222,0.831067129867771,0.0201008136805963,0.868814894303065,0.0576935829362413,0.635212344861846
"MEIG1","turquoise","MEIG1","MEIG1",0.0245496919866645,0.840128194777871,-0.0145633204765656,0.904754166707477,-0.020000792666379,0.869461926869725
"MEIKIN","turquoise","MEIKIN","MEIKIN",0.00883954553692483,0.942103184132022,0.0112940572153725,0.926066912606998,-0.00844768939723988,0.944665623421431
"MEIOB","turquoise","MEIOB","MEIOB",-0.00359421253365231,0.9764419169786,0.00095973697601458,0.993708622693128,0.0218220600056584,0.857694018007151
"MEIOC","turquoise","MEIOC","MEIOC",0.00517370128608193,0.96609440301514,0.00054031848291761,0.996458018131464,0.00902807494757796,0.940870553177985
"MEIS1","turquoise","MEIS1","MEIS1",0.098291115868991,0.418217154664073,0.102596916478514,0.398018753546825,-0.01792342053993,0.882919077293266
"MEIS2","grey60","MEIS2","MEIS2",0.005260017015243,0.965529078541107,0.0717603460009341,0.554961673775621,0.0829686855213986,0.494704396929658
"MELK","turquoise","MELK","MELK",0.0313927341325472,0.796418618872539,-0.243633605340419,0.0421112833482132,-0.127599957377115,0.292494256553628
"MELTF","brown","MELTF","MELTF",0.0518221681909461,0.670067753824473,-0.0183641358793825,0.880061242539886,-0.09105498645665,0.453457773208493
"MEMO1","pink","MEMO1","MEMO1",0.0118845669576797,0.922213020913797,-0.0294103415915381,0.809023271287219,0.00457447436086825,0.970019481243671
"MEN1","turquoise","MEN1","MEN1",0.0580647190446241,0.633034438585765,0.208051483123979,0.0839329233631431,0.252565813135526,0.0349102319902491
"MEOX2","turquoise","MEOX2","MEOX2",-0.0624025562786287,0.607813425543895,0.0305546703033269,0.801741149758748,0.0956214325916457,0.431031352995222
"MEPCE","turquoise","MEPCE","MEPCE",-0.0329453210692525,0.786582758921581,-0.0200613460676499,0.869070198724242,0.0208369305078157,0.864055648515423
"MERTK","blue","MERTK","MERTK",0.0281643176302505,0.816970958637794,0.0423363293081902,0.727848133415473,0.0720166123653727,0.553545776445198
"MESD","midnightblue","MESD","MESD",-0.00691719258457049,0.95467902573301,0.108264794969503,0.372326100492873,0.0151480942318768,0.900948575545314
"MET","blue","MET","MET",-0.0399495247297535,0.742643586066423,-0.0210543160282903,0.862651091140337,-0.0886139124274991,0.465705231014148
"METAP1","black","METAP1","METAP1",-0.0665345948036137,0.584205507631316,-0.0833297380555539,0.492821885645665,-0.055083218113467,0.650616934794366
"METAP1D","pink","METAP1","METAP1D",-0.176091658108294,0.144790272983932,-0.138839282555693,0.251688041896013,-0.00394467676687353,0.974145568345129
"METAP2","magenta","METAP2","METAP2",0.0453807040117194,0.709120121245724,-0.00619561616179324,0.959402521559235,0.0601805683724669,0.620677969479598
"METRN","magenta","METRN","METRN",0.0381125770076687,0.754094526196006,0.0585424499426148,0.630235585471491,-0.00836334717386145,0.945217231134942
"METRNL","lightgreen","METRNL","METRNL",-0.211392690059501,0.0789682761914466,-0.124344126637159,0.305083710370848,-0.048238251989216,0.691696197408534
"METTL1","pink","METTL1","METTL1",-0.0813904597084209,0.502977111562044,-0.0594676787805232,0.62482976111989,-0.0916618862602778,0.450440636545133
"METTL11B","pink","METTL11B","METTL11B",0.0271695924206873,0.823329029164046,-0.00610478834869467,0.959997189663146,-0.0105015217796124,0.93124195232682
"METTL14","pink","METTL14","METTL14",0.0353183723159791,0.771613756775733,-0.030327458984824,0.803185727917317,0.059181691727728,0.626498605818739
"METTL15","pink","METTL15","METTL15",0.0447989941496733,0.712685753767231,0.0187100865936225,0.877818980211153,-0.0319057179648421,0.793165211916357
"METTL16","pink","METTL16","METTL16",0.182766955343382,0.129926404833453,-0.0185105167814022,0.879112366200082,-0.0973367233310169,0.422772745848022
"METTL18","pink","METTL18","METTL18",-0.0310951374891841,0.7983076043267,-0.0240484435718395,0.843350643696748,0.079064084552896,0.515300519279597
"METTL21A","pink","METTL21A","METTL21A",-0.0194661656401989,0.872921850211545,-0.0395567531368217,0.745087417841834,-0.0291866642561273,0.810448590587652
"METTL22","magenta","METTL22","METTL22",-0.0557284352689205,0.646795379441801,-0.0908573462088379,0.45444272154053,-0.0572103239664633,0.638052841484703
"METTL23","black","METTL23","METTL23",-0.069190702496818,0.569254076821696,-0.00818410599009469,0.946389573784609,0.051307755248897,0.673156281675085
"METTL24","magenta","METTL24","METTL24",-0.0196659624818486,0.871628551627067,0.0739333361098822,0.543010905603661,-0.00269407087630544,0.982340750226287
"METTL25","turquoise","METTL25","METTL25",-0.0288376751779889,0.812673649068198,-0.0122386555600154,0.919902954114684,0.0321601150982542,0.79155309472691
"METTL26","magenta","METTL26","METTL26",0.0018254791142534,0.988033728462152,-0.0247292479285141,0.838974491382537,-0.0357967688500389,0.76860592158045
"METTL27","brown","METTL27","METTL27",0.0243642184004582,0.841320273558966,0.0941984928617254,0.43795125147839,0.0602714680404036,0.620149424363567
"METTL2A","turquoise","METTL2B","METTL2A",0.00606424290752633,0.960262655930704,0.0241667311998086,0.842589957487534,-0.0228367036580841,0.851151232827649
"METTL3","turquoise","METTL3","METTL3",0.0335646112276503,0.782668644266043,-0.0528373555350323,0.663988598851931,-0.0475273093845098,0.696016707294899
"METTL4","turquoise","METTL4","METTL4",-0.037029206484653,0.760872955962976,-0.0058087445661116,0.961935597702484,-0.00138175165416093,0.99094228238662
"METTL5","pink","METTL5","METTL5",-0.00992620404966275,0.935000413466178,-0.0375088150488241,0.757869894034635,-0.0115164402277714,0.924615352353137
"METTL6","black","METTL6","METTL6",0.121973880629491,0.314466677488167,0.0938737477279899,0.439539229338734,0.0765509979716925,0.528783087006699
"METTL7A","midnightblue","METTL7A","METTL7A",-0.00946534660406039,0.938012149467122,0.122246627815681,0.31337762221043,0.0360219601765454,0.767191245261241
"METTL8","turquoise","METTL8","METTL8",0.0228537512689636,0.851041387980582,0.0119519481307372,0.921773377496355,0.0649162435327839,0.593402031981775
"METTL9","black","METTL9","METTL9",0.00436072269008263,0.971419781963888,-0.0115900603499935,0.924134865685754,0.0183039469773538,0.88045145046857
"MEX3A","blue","MEX3A","MEX3A",0.0356287484837653,0.769661935019386,-0.0262059348092473,0.829499359122934,-0.0844720028179044,0.486890980208279
"MEX3B","turquoise","MEX3B","MEX3B",-0.0340100776006979,0.779856468925122,0.00429174219494161,0.971871696142298,0.0301351476608912,0.804408930868354
"MEX3C","turquoise","MEX3C","MEX3C",-0.00425145125733475,0.972135659576434,0.029858530508208,0.806169184671836,-0.0780206890561587,0.520877013024966
"MEX3D","blue","MEX3D","MEX3D",0.0122041446764973,0.920128073657506,-0.0357533980703425,0.768878468225577,-0.0111702915547514,0.926874872535494
"MFAP1","pink","MFAP1","MFAP1",-0.00947072510043989,0.937976995529383,-0.0197263294322441,0.871237858080203,0.0476011428935887,0.695567557470697
"MFAP2","pink","MFAP2","MFAP2",-0.05701048713786,0.639228964341846,0.0135076888000673,0.91162936840099,-0.00435714609333941,0.971443213220028
"MFAP3","turquoise","MFAP3","MFAP3",-0.0358565675519886,0.768230185965306,-0.00202070458700043,0.986754107519372,-0.00382460466263036,0.97493229476599
"MFAP3L","blue","MFAP3","MFAP3L",-0.0297823823663916,0.806653922508107,0.0241124587384383,0.842938956024034,-0.00484969112656964,0.96821665247422
"MFAP5","black","MFAP5","MFAP5",-0.241563054007503,0.0439452102981233,-0.0219346045564817,0.856967810591855,-0.0039902148820355,0.973847203699196
"MFF","turquoise","MFF","MFF",-0.0623532032120567,0.608097896911098,0.0404872649689374,0.73930187011609,0.095229612317318,0.432930601753622
"MFGE8","midnightblue","MFGE8","MFGE8",0.0361118240613057,0.766626921998823,0.0854548515752672,0.481818140088021,0.121439691839538,0.3166066860892
"MFHAS1","turquoise","MFHAS1","MFHAS1",-0.0308087007701322,0.800126843633522,-0.0621768508396332,0.609114866761912,-0.0914338843265863,0.451572817613897
"MFN1","turquoise","MFN1","MFN1",0.12930117604107,0.286053766588747,0.0558305013085185,0.646191682928819,0.00965905757361623,0.93674612650082
"MFN2","turquoise","MFN2","MFN2",0.113168052129669,0.350931166596365,0.0666468931459489,0.583569769309871,0.00390823055880987,0.974384365582789
"MFNG","blue","MFNG","MFNG",-0.0832376938780527,0.493301442968547,-0.0515790451168533,0.671526785533946,-0.0533653195173873,0.660835533638983
"MFSD1","black","MFSD1","MFSD1",-0.0755660649822059,0.534114662516186,-0.100891686954281,0.405948253252101,0.024722800363926,0.839015913171721
"MFSD10","magenta","MFSD10","MFSD10",0.0313801177400019,0.796498677447002,-0.0684982344857742,0.573134773428965,-0.0578614254085096,0.634227025541329
"MFSD11","brown","MFSD11","MFSD11",-0.00861867892794123,0.943547412358212,0.0665609259660014,0.58405641455729,0.0382410663414404,0.753291810634331
"MFSD12","blue",NA,"MFSD12",0.0985601387567368,0.416938155666623,0.0943792576281262,0.43706872586318,0.00656165039072786,0.957006248426679
"MFSD13A","magenta","MFSD13A","MFSD13A",-0.00881686923991858,0.942251454041468,-0.0700090192133951,0.564683981902229,-0.0615243453786308,0.612884079041622
"MFSD14A","turquoise","MFSD14A","MFSD14A",0.0790196267677907,0.515537506974704,-0.0315873714855703,0.795183794099654,0.0444523223320665,0.714813632966547
"MFSD2A","blue","MFSD2A","MFSD2A",0.0615539171469653,0.61271303930292,-0.0824931207348153,0.497189693201145,-0.0786966829617559,0.517260657349385
"MFSD4A","black","MFSD4A","MFSD4A",0.151537405801467,0.210471226072929,0.0642655340292968,0.597117965430065,-0.011046198790864,0.927685041867518
"MFSD4B","blue","MFSD4B","MFSD4B",-0.0383940312371984,0.752336528032427,0.0276393195841669,0.820325193946434,0.012178701390987,0.920294047940865
"MFSD5","midnightblue","MFSD5","MFSD5",0.240431240462538,0.0449752308556868,0.111560648468256,0.357859385956382,-0.030718217218893,0.800701750783492
"MFSD6","blue","MFSD6","MFSD6",0.0179706271370697,0.882612892463191,0.0376267828975937,0.757131785304061,-0.00811997053890216,0.946809085020874
"MFSD8","brown","MFSD8","MFSD8",-0.0372870507440564,0.759258026930463,0.18541198456147,0.124368232228395,0.166315254981009,0.168808211918508
"MFSD9","brown","MFSD9","MFSD9",0.0511998519702333,0.673804817924867,0.0363157776164408,0.765346592874878,0.0148140651333341,0.903122103382705
"MGA","midnightblue","MGA","MGA",-0.124570392250949,0.30419760269818,0.0239046319188555,0.844275662695138,0.050039534512184,0.680793629469294
"MGARP","magenta",NA,"MGARP",-0.00759932223083793,0.950215179480914,-0.00600817659402022,0.960629750284156,-0.0729439069830361,0.548436887935903
"MGAT2","black","MGAT2","MGAT2",0.0475824695354264,0.695681142856959,0.0824667670329593,0.497327607263539,0.0189957507549632,0.875968183567894
"MGAT3","brown","MGAT3","MGAT3",-0.0123682237594242,0.91905781795157,0.000199307723566267,0.998693462607629,-0.00820469691963168,0.946254891189843
"MGAT4A","blue","MGAT4A","MGAT4A",-0.0541344653529163,0.656252626778275,0.0448054872512337,0.712645919761479,0.069185419578048,0.569283636611771
"MGAT4B","brown","MGAT4B","MGAT4B",-0.0488747460213418,0.687836426228835,-0.034133859991152,0.779075543773953,-0.0596687157456279,0.623657757081785
"MGAT4C","brown","MGAT4C","MGAT4C",-0.0228304404911593,0.851191589726456,0.00236623837498025,0.984489362420119,-0.027568534877193,0.820777687856046
"MGAT5","magenta","MGAT5","MGAT5",-0.0405412850057652,0.73896643442148,0.0147210611238231,0.903727407671571,0.0612348630231444,0.614559499621681
"MGAT5B","blue","MGAT5B","MGAT5B",-0.0100754653840788,0.934025172995845,0.0141281299884184,0.90758769339288,-0.0236432765821822,0.84595727783379
"MGLL","brown","MGLL","MGLL",-0.0823154835018307,0.498119688754319,0.00484852310175506,0.968224303382158,0.0279988231808151,0.81802795920106
"MGME1","pink","MGME1","MGME1",-0.0115683403968499,0.924276619610722,-0.0234604757141772,0.847133865362809,0.0420284192904166,0.729751391692103
"MGMT","magenta","MGMT","MGMT",-0.0330788201226173,0.785738552028992,-0.0364987585397255,0.764198453675769,-0.0692092818612962,0.569150124429156
"MGP","black","MGP","MGP",-0.0946658732158641,0.43567147217121,-0.0138945474078825,0.909109026958494,0.0148558896524951,0.902849911959138
"MGRN1","midnightblue","MGRN1","MGRN1",0.11387930678574,0.347892237276207,0.0298500055628414,0.806223448481152,0.0757939897152777,0.532878518941366
"MGST1","magenta","MGST1","MGST1",-0.0216905101206093,0.858543008905128,-0.0485553039255269,0.689772572471109,-0.167010443765025,0.16700941204556
"MGST2","black","MGST2","MGST2",0.0470228085979401,0.699088509454342,0.0286517603841152,0.813859595879964,-0.0224495414289017,0.853646636438968
"MGST3","magenta","MGST3","MGST3",0.00885596417430149,0.941995831413953,-0.0412828146196691,0.734366863186565,-0.0816620447061771,0.501548449644174
"MIA2","brown","MIA2","MIA2",-0.030172997366129,0.80416814937553,-0.071597537890834,0.555862103019935,-0.112589525130703,0.353415093446681
"MIA3","turquoise","MIA3","MIA3",0.0343809834062889,0.777517130748918,-0.000418143664503047,0.997258914450118,0.0672773413575553,0.580006569914584
"MIB1","turquoise","MIB1","MIB1",-0.00822829885104961,0.946100515870517,0.0317326311782732,0.794262559335016,0.0686791561383018,0.572119677541187
"MIB2","brown","MIB2","MIB2",0.0554796508438982,0.648267832465295,0.0318368601114799,0.793601713798695,-0.00298162605216311,0.980456217969094
"MICAL1","black","MICAL1","MICAL1",-0.035689840727347,0.769277919852991,-0.0939599315764055,0.43911748244487,0.0971176766072373,0.423822314031125
"MICAL2","turquoise","MICAL2","MICAL2",0.0322145232721118,0.791208422446726,0.00116275521897138,0.992377810476207,0.0089055030932719,0.941671929080701
"MICAL3","turquoise","MICAL3","MICAL3",-0.0442256512049536,0.71620611930497,0.0152873296503741,0.900042783921245,0.0181252237958026,0.881610289501548
