,PFT1_GON_run1,PFT10_GON_run1,PFT11_GON_run1,PFT12_GON_run1,PFT2_GON_run1,PFT3_GON_run1,PFT4_GON_run1,PFT5_GON_run1,PFT6_GON_run1,PFT7_GON_run1,PFT8_GON_run1,PFT9_GON_run1
IL4I1,245.035154264467,396.138447846572,303.476597223541,324.679523358334,205.816335439137,240.197381578025,212.892093365354,235.191764590793,280.42351945559,299.940317089715,256.446982111707,248.649842404093
LOC113982768,63.604869830351,43.6688052744253,100.019047535646,30.3657108176859,111.950307979447,47.5302239164997,103.923628514841,63.9279628585712,57.2292896848142,93.7313490905358,114.101961203887,71.8753450699331
LOC113982772,524.479500404369,694.541950555145,767.667561427436,551.254442536452,726.815845651177,611.951632924934,685.088774384244,526.419150946506,727.956564790837,697.12690886086,617.958146322043,572.088895218792
ZNF692,61.5194642621427,132.046149282191,55.5661375198032,74.7463650896884,44.7801231917787,37.3451759343926,57.5111342266597,79.7126450458727,61.8076328595993,67.9552280906385,50.8375074670785,47.5931338976584
LOC113982779,56.3059503416222,45.7482721922551,49.5820919407475,35.0373586357914,51.6693729135908,46.6814699179908,37.3317888839721,60.7710264211109,73.2534907965622,70.2985118179019,31.6322268684044,45.6505570038765
FBXW11,1841.41311672787,1938.06316741735,2170.49881788893,2104.57734205654,1963.43617071645,1983.53809451536,2066.36496309121,1935.20203616317,2095.7365882579,2125.3583406279,1980.40334643975,1685.18545535586
ETF1,2265.79314985824,1935.98370049952,1961.91208627613,2064.86833560264,2037.49560522593,2039.55585841694,2273.20325285376,1998.34076491237,1929.77164817193,2144.10461044601,2166.8075404857,2022.22254642704
HSPA9,2591.11641849872,2645.08191947947,2476.54000607492,2933.79482977027,2213.17147313214,2776.27432912269,2599.09968013816,2640.77732993554,3178.51474909458,2579.955383717,2657.10705694597,3018.76449293719
CCN4,19.8113528979782,40.5496048976806,33.3396825118819,33.869446681265,47.3635918374582,37.3451759343926,43.3855924867784,46.5648124525395,37.7713311919774,28.1194047271607,41.7997283618201,49.5357107914404
NDRG1,578.700045177783,415.893383565955,402.640781105036,501.034228491817,494.303667540018,482.092271153069,377.353757908258,580.087070383331,452.111388510032,381.955247543934,525.320910493144,580.830491240811
