"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","n_p005","n_q01","Test","design","fdrtool"
"LOC114002118",250.161511623139,1.173636915872,0.385233643820245,9.48074614584014,0.00207639501190481,0.422351719417444,"LOC114002118","LOC114002118","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"MME",381.147718575465,1.70400830653324,0.556661560559471,9.35933514709805,0.00221852606313816,0.422351719417444,"MME","MME","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"NMRAL1",486.201575519613,-1.29163455867814,0.435319256004263,9.35473240797046,0.00222410438256553,0.422351719417444,"NMRAL1","NMRAL1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"RHCE",104.233297438701,-2.17613158858683,0.711941135390544,9.58892898779868,0.00195754097733125,0.422351719417444,"RHCE","RHCE","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SGK1",820.672130774196,-1.19358943180314,0.385962762979201,9.3769579054304,0.00219729891279199,0.422351719417444,"SGK1","SGK1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SGO2",431.494701466315,1.05525181660753,0.33362999811224,9.62009741154475,0.0019245952471366,0.422351719417444,"SGO2","SGO2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SLC46A1",315.131441787549,-1.59606528983177,0.536641781767438,9.49145292990451,0.0020643128243205,0.422351719417444,"SLC46A1","SLC46A1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TAL1",129.106782576123,-2.92927575598777,0.981461505132275,9.63532353872959,0.00190870580892956,0.422351719417444,"TAL1","TAL1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TMEM201",518.307467993044,-1.90145400708018,0.627980846316436,9.54705992039024,0.00200269943978992,0.422351719417444,"TMEM201","TMEM201","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"GALNT15",86.6652190423283,-2.49927151123997,0.775709320408776,9.25107736824306,0.00235356921341044,0.425134965719945,"GALNT15","GALNT15","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113987005",292.607830767334,-2.94945367838942,0.952511351288493,9.26684860723486,0.00233338843817017,0.425134965719945,"GJB2","LOC113987005 (GJB2)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113998495",178.414202382033,-2.60026038311848,0.917115075389381,9.26990872200577,0.00232949311858491,0.425134965719945,"PAMA-U","LOC113998495 (PAMA-U)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SLC28A3",14.5547708919492,-5.31485602563877,1.63934314255573,9.26133098477274,0.00234042870795875,0.425134965719945,"SLC28A3","SLC28A3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"ETF1",2732.64208277282,-0.635273716608147,0.209867988954021,9.22078745000908,0.00239282609055998,0.425291696957698,"ETF1","ETF1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113983089",44.1693796500191,2.53671632703211,0.821361030472848,9.20364668117996,0.00241533489501033,0.425291696957698,"LOC113983089","LOC113983089","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TUBB1",99.013697779106,-2.43755911065567,0.829718799180113,9.18461786459456,0.00244057482051069,0.425291696957698,"TUBB1","TUBB1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113995938",47.0338406513285,-3.0651002243461,1.00276346893708,9.10698862724782,0.00254634730815852,0.428596549186864,"CA13","LOC113995938 (CA13)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SLC6A4",218.997440920888,-1.52355074831233,0.491245262994935,9.11731453522815,0.00253201388643124,0.428596549186864,"SLC6A4","SLC6A4","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SYT15",154.754657216524,1.3504548768173,0.434292513303818,9.11345947204381,0.00253735550603128,0.428596549186864,"SYT1","SYT15","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC114003859",118.605738643545,2.70547985163548,0.817007430928058,8.95899094564311,0.00276107352553917,0.454411345114291,"LOC114003859","LOC114003859","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"NECAB1",216.908117052006,1.5708479140763,0.518384773545158,8.74814813054255,0.0030991661399467,0.504448888625171,"NECAB1","NECAB1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"ACTA1",62.1294241054766,-7.76190321597235,2.37362905714077,8.64836419492126,0.00327355127294399,0.506949691460866,"ACTA1","ACTA1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"FAM169B",146.170542674848,1.28244476252151,0.440445071773354,8.6041113885663,0.00335404975746003,0.506949691460866,"FAM169B","FAM169B","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113989713",1895.80365411594,-1.13377675478621,0.388953766551237,8.60407895402847,0.00335410948981669,0.506949691460866,"CERS4","LOC113989713 (CERS4)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113995345",410.308193680993,-1.2016836691377,0.407426660776874,8.6256629330768,0.00331459790823211,0.506949691460866,"PLPPR2","LOC113995345 (PLPPR2)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC114004337",60.0248579647552,-3.11010775410452,1.05178405312199,8.62457647877524,0.00331657541520581,0.506949691460866,"LOC114004337","LOC114004337","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"PPP1R3B",138.505664917044,1.74298064357865,0.597306874674895,8.66429687957796,0.00324505190177817,0.506949691460866,"PPP1R3B","PPP1R3B","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SALL3",118.417392865088,-3.01987872541683,1.05854961640071,8.60862617357276,0.00334574574396897,0.506949691460866,"SALL3","SALL3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"TYRP1",57.7572866531849,-3.94866283875709,1.33002611356477,8.52609650968203,0.00350089760431768,0.523790861769227,"TYRP1","TYRP1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"STC2",46.3178576012434,-2.57969983601423,0.897837158040887,8.50674961730704,0.00353831530166069,0.524095262481982,"STC2","STC2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"KIAA1671",1491.00544199494,-1.06243418397757,0.371467148682352,8.46777153644203,0.00361494027060098,0.530143517704373,"KIAA1671","KIAA1671","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"CA2",1290.407163797,-1.85948591056294,0.662117926727493,8.41029675279708,0.00373101753731193,0.541802272182984,"CA2","CA2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"VGLL2",123.470156172922,-3.00690871626811,0.949019636544444,8.3923358565978,0.00376806373276615,0.541869514657594,"VGLL2","VGLL2","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"DNAJB5",717.922907182773,-1.14928318779519,0.409055914411523,8.33007080327766,0.00389941379721998,0.547161277496323,"DNAJB5","DNAJB5","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
