,PFT1_PIT_run1,PFT10_PIT_run2,PFT11_PIT_run2,PFT12_PIT_run1,PFT2_PIT_run1,PFT3_PIT_run2,PFT4_PIT_run1,PFT5_PIT_run1,PFT6_PIT_run1,PFT7_PIT_run1,PFT8_PIT_run2,PFT9_PIT_run1
LOC114002103,99.6954073063053,76.0792032688665,83.0053453048652,94.7661226767649,172.751650105092,94.7900575529931,166.102103495879,128.425909578633,85.3241613700045,67.9223608378903,78.2867618128557,132.393913380104
LOC114003348,180.062113196082,100.724578975682,85.2188211796616,111.904676777882,186.821920249398,100.972017828188,404.422512859531,317.05146427225,182.134267539817,447.670105522459,51.8074159055663,129.384960803284
LOC114002770,39.6747029076113,16.0730711131408,23.2414966853623,30.2445072372654,26.5771769392449,25.7581678133134,84.5985868736774,65.2162822078996,36.0986836565404,57.6310940442705,8.05893136308808,31.092509960479
LOC113982360,88.5051064862098,147.872254240895,141.66245598697,163.320339081233,71.1330323962144,115.396591803644,134.119710897294,142.472493438796,95.1692569126973,110.116554691731,104.766107720145,128.38197661101
TNFRSF21,1641.92232033037,1635.16710124352,2236.71737148177,2122.15625781479,2342.69997902697,2622.1814833953,2755.64421389747,2682.89751729113,1183.05231438025,2215.70974066633,2121.80150031019,2235.65176457767
ADGRF5,236.013617296559,325.747574559654,241.268870352808,210.703400419616,175.096695129143,649.105828895496,267.207731710762,132.439219252965,283.866921480977,127.611708240885,404.097844063417,184.549091378327
ANKRD66,341.812825050189,441.473686574268,384.038064277176,401.243796014388,361.136933703858,177.216194555596,232.1302688607,213.708740158194,262.535881138475,245.961276367512,394.887636791316,381.133993063937
PLA2G7,677.521849653054,662.210529861401,569.970037760074,576.661937990527,580.007802615287,784.078628237258,671.630244570293,647.146184986081,667.825647645997,658.641074791663,687.311717680512,596.775594402743
IMP3,1127.16848260598,1045.82116042836,1046.9740887787,1172.47873056466,1084.97416446094,1103.47990912234,1036.84853424446,1037.4405508149,768.737876958598,894.311084365555,1092.56083765294,1151.42585273
TDRD6,73.2456053678977,63.2207463783538,35.4156139967425,31.2526574785076,110.998797805082,113.335938378579,68.0915455324721,58.1929902778181,73.8382165701962,44.2524472125649,119.732694537309,66.1969566900522
SLC25A27,135.3009099157,219.665305212924,182.611759670703,135.092132326452,109.435434455714,130.851492491632,167.133793579704,133.442546671548,201.004033996645,126.582581561523,130.094177718422,196.584901685609
LOC113986146,48.8304035785985,60.0061321557257,73.0447038682814,76.6194183344057,36.7390387101327,130.851492491632,134.119710897294,66.2196096264827,76.2994904558694,67.9223608378903,65.6227268137173,139.414802726019
