,PFT1_BSTm_run2,PFT10_BSTm_run2,PFT11_BSTm_run2,PFT12_BSTm_run2,PFT2_BSTm_run2,PFT3_BSTm_run2,PFT4_BSTm_run2,PFT5_BSTm_run2,PFT6_BSTm_run2,PFT7_BSTm_run2,PFT8_BSTm_run2,PFT9_BSTm_run2
SLC41A3,356.929809875491,423.050400880332,351.967107332731,381.532554488451,412.617539412767,313.292954640793,359.619515442194,304.9534112105,418.011374340862,262.429016369327,353.857398153317,440.365944038039
KLF15,356.929809875491,414.270109541306,477.522625153179,341.829928259957,442.742271272548,400.510040914421,280.798799728837,407.685943355881,337.161437739954,400.866341518284,315.078505205008,376.877602412923
LOC113981955,42.192980720106,96.5832047292833,68.9526204423772,85.2153928806692,7.302965299341,81.4791200714152,55.0102911749475,71.3720749641595,19.7824312959667,67.4129583334051,4.84736161853858,43.2261049362493
ZXDC,362.631564026857,331.256445972335,417.832297009032,391.216121861254,295.770094623311,363.787057220262,326.777550561629,353.616189595154,331.140697780312,355.121834077759,391.828397498535,372.82515507515
UROC1,6.84210498163881,3.19283321419118,5.14571794346098,5.81014042368199,5.47722397450575,6.8855594426548,3.28419648805657,9.73255567693084,7.74095137668262,7.2228169642934,8.07893603089764,1.35081577925779
LOC113998275,58.1578923439299,70.2423307122061,18.5245845964595,85.2153928806692,32.8633438470345,61.9700349838932,75.5365192253011,96.2441616940938,27.5233826726493,46.9483102679071,29.0841697112315,22.9638682473824
LOC113991891,172.192975371243,118.134828925074,142.021815239523,144.28515385477,132.366246050556,176.72935902814,82.9259613234284,108.139507521454,92.0313108116712,128.806902529899,83.2130411182457,117.520972795428
LOC113990825,335.263144100302,571.517145340222,426.065445718569,480.304941691045,352.368075693203,457.889702936544,502.482062672655,442.290585762746,430.912959968666,535.692258185094,433.030971256113,351.212102607025
LOC113989756,634.035061631863,1174.16441451881,955.045250306358,972.230164229454,825.235078825534,791.839335905302,977.048455196829,776.441664004038,893.649831152583,966.653670387933,894.338218620368,738.896231254011
SH3BP5L,3500.87704893853,3807.45360792299,3333.39608377402,3712.67973073279,3369.40561498346,3686.0694883012,3642.17390525473,3580.49909403533,3655.44926121124,3622.24270759314,4173.57835356172,3304.09539606455
GABBR1,15943.2449580487,17200.5907331515,16902.6543006806,15463.6887376296,19481.5728066545,17677.5262757758,19071.3290061445,16789.7399377809,16046.9922038631,15574.8009806713,19414.4911758501,17004.0690292971
RPS5,1280.61398239673,1424.80182183282,1193.80656288295,1385.71849104816,1531.79697153678,1519.41345034583,1164.24765501605,1193.86016303685,1046.74864726919,1522.81057663853,1220.72723426863,1295.43233230822
LOC113994545,58.1578923439299,94.1885798186399,73.0691947971459,70.6900418214642,90.3741955793449,91.8074592353973,77.9996665913435,58.395334061585,53.3265539282581,74.6357752976985,151.076103777786,99.9603676650764
LOC113995158,60.4385940044762,103.767079461213,110.118363990065,65.8482581350626,64.8138170316514,60.8224417434507,68.1470771271738,99.4883469197375,72.2488795157045,68.6167611607873,56.5525522162835,87.8030256517563
BRD2,1607.89467068512,1877.38592994442,1443.88845493515,1797.2701043923,2038.44018917856,1958.94166143529,2028.81238049695,1779.97629380313,1545.60995821096,1498.73452009088,2027.00505015222,1537.22835679536
LOC113999578,23.9473674357358,21.5516241957905,4.11657435476878,17.430421271046,17.3445425859349,14.9187121257521,13.1367859522263,16.2209261282181,15.4819027533652,4.81521130952893,22.6210208865134,9.45571045480453
LOC114000840,531.403486907281,608.234727303421,601.019855796243,448.349169360794,708.387634036078,768.887471096453,765.217781717181,590.441711067137,563.369239080791,480.317328125511,679.438520198491,710.529099889597
LOC114001480,10.2631574724582,10.3767079461213,0,19.3671347456066,17.3445425859349,11.4759324044247,0,16.2209261282181,17.2021141704058,0,0,0
