"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","n_p005","n_q01","Test","fdrtool"
"MLST8",1390.70288018788,0.500646780702266,0.157122967248997,10.4524613761994,0.00122486131927119,0.270509476237811,"MLST8","MLST8","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"PIK3CD",575.475744614218,-0.638077915126602,0.197493653579588,10.4838265240641,0.00120424080900251,0.270509476237811,"PIK3CD","PIK3CD","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"JAK2",304.123018500049,-0.899760922690524,0.274633864688696,10.3048701438981,0.00132679589055788,0.284009069643643,"JAK2","JAK2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"PAQR9",1708.73268341673,-0.759816324382651,0.235059193443321,10.3112588566182,0.00132221059513493,0.284009069643643,"PAQR9","PAQR9","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"PRKN",271.506310971689,1.70317028043218,0.548042687359569,10.1669296560599,0.00142982186824453,0.294547508309576,"PRKN","PRKN","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"SUSD1",61.3630134325228,-1.81863717114309,0.566004521440376,10.1865622048568,0.00141467816392333,0.294547508309576,"SUSD1","SUSD1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"AP2M1",13590.5600422259,0.554883160376412,0.173976521063234,10.0488272274879,0.00152444959546853,0.308914466025743,"AP2M1","AP2M1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113990958",794.557180414199,-1.57158431721496,0.509811616269178,9.8745782411776,0.00167578005450062,0.335111911425006,"ITIH3","LOC113990958 (ITIH3)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"BUD13",3541.77865875647,0.470891855492383,0.151615025433915,9.75978737069292,0.00178370539429403,0.342506790266417,"BUD13","BUD13","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"CCDC138",212.50865889978,-1.24007275118354,0.378771273919092,9.71727388295676,0.00182544084824186,0.342506790266417,"CCDC138","CCDC138","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"FBXO16",115.876544431978,0.928854735428126,0.296649233891499,9.78213441578484,0.00176215639401445,0.342506790266417,"FBXO16","FBXO16","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113990367",731.976110537046,-0.905722350205259,0.290996466198377,9.73363364873148,0.00180926458310989,0.342506790266417,"RHOG","LOC113990367 (RHOG)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"PDLIM4",343.179866852547,0.895951303557402,0.286351448833038,9.80577641306303,0.00173964575128246,0.342506790266417,"PDLIM4","PDLIM4","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
